id,sheet_tier,sheet_score,title,in_coverage_json,has_deep_report_file,gemini_mention_count,gemini_named
2601.11492,Medium,8,BoxMind: Closed-loop AI strategy optimization for elite boxing validated in the 2024 Olympics,Y,N,0,N
2512.19740,Medium,8,Asia Cup 2025: A Structured T20 Match-Level Dataset and Exploratory Analysis for Cricket Analytics,Y,N,0,N
2511.04491,Medium,8,RUST-BENCH: Benchmarking LLM Reasoning on Unstructured Text within Structured Tables,Y,N,0,N
2510.18193,Medium,8,"FST.ai 2.0: An Explainable AI Ecosystem for Fair, Fast, and Inclusive Decision-Making in Olympic and Paralympic Taekwond",Y,N,0,N
2508.09810,Medium,8,Feature Impact Analysis on Top Long-Jump Performances with Quantile Random Forest and Explainable AI Techniques,Y,N,0,N
2508.04008,Medium,8,Leveraging Minute-by-Minute Soccer Match Event Data to Adjust Team's Offensive Production for Game Context,Y,N,0,N
2506.01466,Medium,8,Towards Scalable Video Anomaly Retrieval: A Synthetic Video-Text Benchmark,Y,N,0,N
2503.22757,Medium,8,Strategies for decentralised UAV-based collisions monitoring in rugby,Y,N,0,N
2411.12509,Medium,8,During and after COVID-19: What happened to the home advantage in Germany's first football division?,Y,N,0,N
2406.12252,Medium,8,Language and Multimodal Models in Sports: A Survey of Datasets and Applications,Y,N,0,N
2404.04213,Medium,8,Modelling handball outcomes using univariate and bivariate approaches,Y,N,0,N
2402.07004,Medium,8,Min-Max transformation for the measurement of sports performance through PIR,Y,N,0,N
2309.05682,Medium,8,"A compendium of data sources for data science, machine learning, and artificial intelligence",Y,N,0,N
2305.18477,Medium,8,Beyond the Meta: Leveraging Game Design Parameters for Patch-Agnostic Esport Analytics,Y,N,0,N
2303.16741,Medium,8,Who You Play Affects How You Play: Predicting Sports Performance Using Graph Attention Networks With Temporal Convolutio,Y,N,0,N
2303.13323,Medium,8,Deep Generative Multi-Agent Imitation Model as a Computational Benchmark for Evaluating Human Performance in Complex Int,Y,N,0,N
2212.12015,Medium,8,Stochastic analysis of the Elo rating algorithm in round-robin tournaments,Y,N,0,N
2210.06327,Medium,8,Betting the system: Using lineups to predict football scores,Y,N,0,N
2110.04321,Medium,8,Computing an Optimal Pitching Strategy in a Baseball At-Bat,Y,N,0,N
2106.00173,Medium,8,Enhancing Trajectory Prediction using Sparse Outputs: Application to Team Sports,Y,N,0,N
2105.01446,Medium,8,Home advantage and crowd attendance: Evidence from rugby during the Covid 19 pandemic,Y,N,0,N
2104.05816,Medium,8,On the Linear Ordering Problem and the Rankability of Data,Y,N,0,N
2103.09627,Medium,8,Evaluation of soccer team defense based on prediction models of ball recovery and being attacked: A pilot study,Y,N,0,N
2102.07545,Medium,8,Data-driven Analysis for Understanding Team Sports Behaviors,Y,N,0,N
2101.05388,Medium,8,Evaluating Soccer Player: from Live Camera to Deep Reinforcement Learning,Y,N,0,N
2012.04380,Medium,8,Combining Machine Learning and Human Experts to Predict Match Outcomes in Football: A Baseline Model,Y,N,0,N
2010.15891,Medium,8,Multi-agent Trajectory Prediction with Fuzzy Query Attention,Y,N,0,N
2010.12508,Medium,8,Beating the market with a bad predictive model,Y,N,0,N
2006.04551,Medium,8,Cracking the Black Box: Distilling Deep Sports Analytics,Y,N,0,N
2004.08428,Medium,8,Renormalizing individual performance metrics for cultural heritage management of sports records,Y,N,0,N
2004.06172,Medium,8,Event detection in coarsely annotated sports videos via parallel multi receptive field 1D convolutions,Y,N,0,N
2004.04147,Medium,8,Slicing and dicing soccer: automatic detection of complex events from spatio-temporal data,Y,N,0,N
2003.12198,Medium,8,Sorting Big Data by Revealed Preference with Application to College Ranking,Y,N,0,N
1910.12337,Medium,8,Expected Hypothetical Completion Probability,Y,N,0,N
1812.05804,Medium,8,Data Provenance for Sport,Y,N,0,N
1810.12850,Medium,8,Computational Intelligence in Sports: A Systematic Literature Review,Y,N,0,N
1809.02735,Medium,8,Operations Guided Neural Networks for High Fidelity Data-To-Text Generation,Y,N,0,N
1807.09236,Medium,8,Improving pairwise comparison models using Empirical Bayes shrinkage,Y,N,0,N
1807.07536,Medium,8,A Skellam Regression Model for Quantifying Positional Value in Soccer,Y,N,0,N
1802.00998,Medium,8,nflWAR: A Reproducible Method for Offensive Player Evaluation in Football,Y,N,0,N
1710.06056,Medium,8,Asymptotically Optimal Sequential Design for Rank Aggregation,Y,N,0,N
1706.02884,Medium,8,Learning to Learn from Noisy Web Videos,Y,N,0,N
1704.04833,Medium,8,Boosting with Structural Sparsity: A Differential Inclusion Approach,Y,N,0,N
1608.03793,Medium,8,Applying Deep Learning to Basketball Trajectories,Y,N,0,N
1106.4300,Medium,8,Human as Real-Time Sensors of Social and Physical Events: A Case Study of Twitter and Sports Games,Y,N,0,N
1105.0755,Medium,8,Using Logistic Regression to Analyze the Balance of a Game: The Case of StarCraft II,Y,N,0,N
1103.1530,Medium,8,A Discrete Evolutionary Model for Chess Players' Ratings,Y,N,0,N
1102.5549,Medium,8,Instant Replay: Investigating statistical Analysis in Sports,Y,N,0,N
2505.09024,Medium,7,Automated Meta Prompt Engineering for Alignment with the Theory of Mind,Y,N,0,N
2408.02250,Medium,7,Hierarchical Clustering using Reversible Binary Cellular Automata for High-Dimensional Data,Y,N,0,N
2406.11584,Medium,7,Modeling cyclicality and intransitivity in paired comparisons data,Y,N,0,N
2406.04062,Medium,7,Online Learning in Betting Markets: Profit versus Prediction,Y,N,0,N
2410.01307,Medium,7,FanCric: Multi-Agentic Framework for Crafting Fantasy 11 Cricket Teams,Y,N,0,N
2409.13098,Medium,7,Predicting soccer matches with complex networks and machine learning,Y,N,0,N
2409.00629,Medium,7,Assessing the Impact of Upselling in Online Fantasy Sports,Y,N,0,N
2406.12762,Medium,7,Unsupervised explainable activity prediction in competitive Nordic Walking from experimental data,Y,N,0,N
2405.19125,Medium,7,Early Detection of Critical Urban Events using Mobile Phone Network Data,Y,N,2,Y
2404.00213,Medium,7,Injecting New Knowledge into Large Language Models via Supervised Fine-Tuning,Y,N,0,N
2402.12149,Medium,7,MLFEF: Machine Learning Fusion Model with Empirical Formula to Explore the Momentum in Competitive Sports,Y,N,0,N
2402.11191,Medium,7,Knowledge Graph Assisted Automatic Sports News Writing,Y,N,0,N
2401.06086,Medium,7,XGBoost Learning of Dynamic Wager Placement for In-Play Betting on an Agent-Based Model of a Sports Betting Exchange,Y,N,0,N
2609.11224,Medium,7,AI Soccer Analyst: Stage-Aware and Verifiable Human-AI Collaboration for Soccer Data Analysis,Y,N,0,N
2606.21814,Medium,7,Ranking Football Teams via the Higher-Order Decomposition of Performance Networks,Y,N,0,N
2603.26575,Medium,7,The Climber's Grip -- Personalized Deep Learning Models for Fear and Muscle Activity in Climbing,Y,N,0,N
2512.00312,Medium,7,Kicking for Goal or Touch? An Expected Points Framework for Penalty Decisions in Rugby Union,Y,N,0,N
2512.00203,Medium,7,Beyond Expected Goals: A Probabilistic Framework for Shot Occurrences in Soccer,Y,N,0,N
2511.00553,Medium,7,Breaking Down the Scoring: Interrater Reliability and National Bias in Olympic Breaking,Y,N,0,N
2508.12695,Medium,7,Neural Rendering for Sensor Adaptation in 3D Object Detection,Y,N,0,N
2506.07270,Medium,7,Question Answering under Temporal Conflict: Evaluating and Organizing Evolving Knowledge with LLMs,Y,N,0,N
2502.02817,Medium,7,"A Decade of Action Quality Assessment: Largest Systematic Survey of Trends, Challenges, and Future Directions",Y,N,0,N
2501.05168,Medium,7,KabaddiPy: A package to enable access to Professional Kabaddi Data,Y,N,0,N
2412.08303,Medium,7,Spatial similarity index for scouting in football,Y,N,0,N
2409.06739,Medium,7,Kramnik vs Nakamura: A Chess Scandal,Y,N,0,N
2409.01493,Medium,7,Shrouded Sin Taxes,Y,N,0,N
2406.17947,Medium,7,Do they mean 'us'? Interpreting Referring Expressions in Intergroup Bias,Y,N,0,N
2406.01273,Medium,7,SoccerRAG: Multimodal Soccer Information Retrieval via Natural Queries,Y,N,0,N
2307.11780,Medium,7,Beep: Balancing Effectiveness and Efficiency when Finding Multivariate Patterns in Racket Sports,Y,N,0,N
2306.14462,Medium,7,Multi-task Item-attribute Graph Pre-training for Strict Cold-start Item Recommendation,Y,N,2,Y
2209.13846,Medium,7,VREN: Volleyball Rally Dataset with Expression Notation Language,Y,N,0,N
2207.01455,Medium,7,Dynamic Ranking and Translation Synchronization,Y,N,0,N
2206.11578,Medium,7,Doubly-online changepoint detection for monitoring health status during sports activities,Y,N,0,N
2104.04601,Medium,7,The Effect of Sport in Online Dating: Evidence from Causal Machine Learning,Y,N,0,N
2104.00853,Medium,7,Streaming Social Event Detection and Evolution Discovery in Heterogeneous Information Networks,Y,N,0,N
2012.14949,Medium,7,Estimating the change in soccer's home advantage during the Covid-19 pandemic using bivariate Poisson regression,Y,N,0,N
2009.00550,Medium,7,Using Social Networks to Improve Group Transition Prediction in Professional Sports,Y,N,0,N
2007.10257,Medium,7,An Autoencoder Based Approach to Simulate Sports Games,Y,N,0,N
2006.05908,Medium,7,Embed2Detect: Temporally Clustered Embedded Words for Event Detection in Social Media,Y,N,0,N
2004.10299,Medium,7,Group Activity Detection from Trajectory and Video Data in Soccer,Y,N,0,N
2003.10791,Medium,7,Predicting play calls in the National Football League using hidden Markov models,Y,N,0,N
2002.01193,Medium,7,A copula-based multivariate hidden Markov model for modelling momentum in football,Y,N,0,N
1910.08670,Medium,7,Context-Driven Data Mining through Bias Removal and Data Incompleteness Mitigation,Y,N,0,N
1909.04817,Medium,7,Home Sweet Home: Quantifying Home Court Advantages For NCAA Basketball Statistics,Y,N,0,N
1907.05326,Medium,7,The acute:chronic workload ratio: challenges and prospects for improvement,Y,N,0,N
1907.05082,Medium,7,How should we score athletes and candidates: geometric scoring rules,Y,N,0,N
1906.11373,Medium,7,Unsupervised Methods for Identifying Pass Coverage Among Defensive Backs with NFL Player Tracking Data,Y,N,0,N
1906.02746,Medium,7,Ranking and synchronization from pairwise measurements via SVD,Y,N,0,N
1906.01760,Medium,7,Going Deep: Models for Continuous-Time Within-Play Valuation of Game Outcomes in American Football with Tracking Data,Y,N,0,N
1904.13178,Medium,7,Fine-grained Entity Recognition with Reduced False Negatives and Large Type Coverage,Y,N,0,N
1904.05557,Medium,7,Searching News Articles Using an Event Knowledge Graph Leveraged by Wikidata,Y,N,0,N
1901.09501,Medium,7,Data-to-Text Generation with Style Imitation,Y,N,0,N
1808.00198,Medium,7,Towards Machine Learning on data from Professional Cyclists,Y,N,0,N
1712.01199,Medium,7,tHoops: A Multi-Aspect Analytical Framework for Spatio-Temporal Basketball Data,Y,N,0,N
1709.09002,Medium,7,A physical model for efficient ranking in networks,Y,N,0,N
1607.03895,Medium,7,Tie-breaker: Using language models to quantify gender bias in sports journalism,Y,N,0,N
1601.04302,Medium,7,Footballonomics: The Anatomy of American Football; Evidence from 7 years of NFL game data,Y,N,0,N
1209.5477,Medium,7,Optimal Weighting of Multi-View Data with Low Dimensional Hidden States,Y,N,0,N
1109.2825,Medium,7,Random Walk Picture of Basketball Scoring,Y,N,0,N
1108.0779,Medium,7,Basketball scoring in NBA games: an example of complexity,Y,N,0,N
physics/0608228,Medium,7,Predicting Baseball Home Run Records Using Exponential Frequency Distributions,Y,N,0,N
cond-mat/0010050,Medium,7,Large Stock Market Price Drawdowns Are Outliers,Y,N,0,N
2509.08128,Medium,6,Signals in the Noise: Decoding Unexpected Engagement Patterns on Twitter,Y,N,0,N
2507.08108,Medium,6,Mallows Model with Learned Distance Metrics: Sampling and Maximum Likelihood Estimation,Y,N,0,N
2402.06594,Medium,6,They were robbed! Scoring by the middlemost to attenuate biased judging in boxing,Y,N,0,N
2503.23935,Medium,6,Nonparametric function-on-scalar regression using deep neural networks,Y,N,0,N
2503.14190,Medium,6,Inferring Events from Time Series using Language Models,Y,N,0,N
2410.07401,Medium,6,Enhancing Soccer Camera Calibration Through Keypoint Exploitation,Y,N,0,N
2408.09178,Medium,6,MambaTrack: A Simple Baseline for Multiple Object Tracking with State Space Model,Y,N,0,N
2407.11972,Medium,6,An efficient machine learning approach for extracting eSports players distinguishing features and classifying their skil,Y,N,0,N
2405.07030,Medium,6,Lasso Ridge based XGBoost and DeepLSTM Help Tennis Players Perform better,Y,N,0,N
2403.16282,Medium,6,The Evolution of Football Betting- A Machine Learning Approach to Match Outcome Forecasting and Bookmaker Odds Estimatio,Y,N,0,N
2402.09459,Medium,6,Custom IMU-Based Wearable System for Robust 2.4 GHz Wireless Human Body Parts Orientation Tracking and 3D Movement Visua,Y,N,0,N
2609.04754,Medium,6,"A Fairness Audit of the Duckworth-Lewis-Stern Method: Format-Specific and Gender-Differential Bias, with an Interpretabl",Y,N,0,N
2608.12926,Medium,6,H-VAEP and H-xT: Valuing Offensive On-the-Ball Actions in Handball by Estimating Probabilities,Y,N,0,N
2604.17194,Medium,6,Forecast Sports Outcomes under Efficient Market Hypothesis: Theoretical and Experimental Analysis of Odds-Only and Gener,Y,N,0,N
2604.13861,Medium,6,Simulation-Based Optimisation of Batting Order and Bowling Plans in T20 Cricket,Y,N,0,N
2206.02562,Medium,6,"floodlight — A High-Level, Data-Driven Sports Analytics Framework",Y,N,0,N
2608.23859,Medium,6,Ranking by Points and Ordinal Models,Y,N,0,N
2608.09200,Medium,6,NBAStreaming: A Large-Scale Benchmark for Fine-Grained Basketball Commentary Generation in Continuous Streams,Y,N,0,N
2607.16597,Medium,6,FST.ai 2.5: Explainable and Uncertainty-Aware AI for Olympic and Para-Taekwondo Decision Support,Y,N,0,N
2607.05845,Medium,6,A Behavioral Principle Underlying Attacker-Defender Interactions in Soccer,Y,N,0,N
2606.28570,Medium,6,Digitizing Coaching Intelligence: An Agentic Framework for Holistic Athlete Profiling using VLM and RAG,Y,N,0,N
2605.31529,Medium,6,SVI-Bench: A Dynamic Microworld for Strategic Video Intelligence,Y,N,0,N
2605.12799,Medium,6,Synthesizing the Expert: A Validated Multimodal Dataset for Trustworthy AI-Assisted Swimming Coaching,Y,N,0,N
2603.09896,Medium,6,Stepping VLMs onto the Court: Benchmarking Spatial Intelligence in Sports,Y,N,0,N
2602.08996,Medium,6,Generalizing Sports Feedback Generation by Watching Competitions and Reading Books: A Rock Climbing Case Study,Y,N,0,N
2510.15983,Medium,6,Ontologies in Motion: A BFO-Based Approach to Knowledge Graph Construction for Motor Performance Research Data in Sports,Y,N,0,N
2509.09314,Medium,6,Measuring Implicit Spatial Coordination in Teams: Effects on Collective Intelligence and Performance,Y,N,0,N
2506.21944,Medium,6,Ranking dynamics in movies and music,Y,N,0,N
2506.11786,Medium,6,SSPINNpose: A Self-Supervised PINN for Inertial Pose and Dynamics Estimation,Y,N,0,N
2506.05866,Medium,6,Analysis of points outcome in ATP Grand Slam Tennis using big data and machine learning,Y,N,0,N
2506.05763,Medium,6,Where Is The Ball: 3D Ball Trajectory Estimation From 2D Monocular Tracking,Y,N,0,N
2505.06828,Medium,6,An Improved Algorithm for a Bipartite Traveling Tournament in Interleague Sports Scheduling,Y,N,0,N
2505.02754,Medium,6,Debiased inference in error-in-variable problems with non-Gaussian measurement error,Y,N,0,N
2504.19612,Medium,6,Relative Advantage: Quantifying Performance in Noisy Competitive Settings,Y,N,0,N
2504.08764,Medium,6,"Evaluation of the phi-3-mini SLM for identification of texts related to medicine, health, and sports injuries",Y,N,0,N
2502.09460,Medium,6,Metamorphic Testing for Pose Estimation Systems,Y,N,0,N
2412.21181,Medium,6,Causal Hangover Effects,Y,N,0,N
2410.22288,Medium,6,Motion Graph Unleashed: A Novel Approach to Video Prediction,Y,N,0,N
2410.17785,Medium,6,TranSPORTmer: A Holistic Approach to Trajectory Understanding in Multi-Agent Sports,Y,N,0,N
2410.11375,Medium,6,"Statistical Analysis of the Impact of FIA Regulations on Safety, Racing Dynamics, and Spectacle in Formula 1",Y,N,0,N
2406.16987,Medium,6,AI for Equitable Tennis Training: Leveraging AI for Accurate Classification of Tennis Skill Levels and Training Phases,Y,N,0,N
2406.12084,Medium,6,When Reasoning Meets Information Aggregation: A Case Study with Sports Narratives,Y,N,0,N
2404.09807,Medium,6,A Universal Protocol to Benchmark Camera Calibration for Sports,Y,N,0,N
2403.12385,Medium,6,Benchmarking Badminton Action Recognition with a New Fine-Grained Dataset,Y,N,0,N
2309.07361,Medium,6,Judging a video by its bitstream cover,Y,N,0,N
2309.03808,Medium,6,Improved theoretical guarantee for rank aggregation via spectral method,Y,N,0,N
2308.01028,Medium,6,Maximizing Success Rate of Payment Routing using Non-stationary Bandits,Y,N,0,N
2307.16000,Medium,6,Automated Hit-frame Detection for Badminton Match Analysis,Y,N,0,N
2307.10411,Medium,6,Stop Simulating! Efficient Computation of Tournament Winning Probabilities,Y,N,0,N
2305.14612,Medium,6,Assessment of Anterior Cruciate Ligament Injury Risk Based on Human Key Points Detection Algorithm,Y,N,0,N
2304.04220,Medium,6,Towards Active Learning for Action Spotting in Association Football Videos,Y,N,0,N
2302.09276,Medium,6,Transformer-Based Neural Marked Spatio Temporal Point Process Model for Football Match Events Analysis,Y,N,0,N
2302.00911,Medium,6,Conditional expectation with regularization for missing data imputation,Y,N,0,N
2301.10052,Medium,6,Event Detection in Football using Graph Convolutional Networks,Y,N,0,N
2212.08116,Medium,6,Converting College Football Point Spread Differentials to Probabilities,Y,N,0,N
2211.01201,Medium,6,Human alignment of neural network representations,Y,N,0,N
2210.09295,Medium,6,Virtual-Reality based Vestibular Ocular Motor Screening for Concussion Detection using Machine-Learning,Y,N,0,N
2209.09861,Medium,6,ESTA: An Esports Trajectory and Action Dataset,Y,N,0,N
2209.00202,Medium,6,The Quest for Omnioculars: Embedded Visualization for Augmenting Basketball Game Viewing Experiences,Y,N,0,N
2203.07364,Medium,6,A Supervised Learning Approach to Rankability,Y,N,0,N
2112.14846,Medium,6,An Analysis of an Alternative Pythagorean Expected Win Percentage Model: Applications Using Major League Baseball Team Q,Y,N,0,N
2111.02874,Medium,6,Deep Artificial Intelligence for Fantasy Football Language Understanding,Y,N,0,N
2110.11107,Medium,6,Extraction of Positional Player Data from Broadcast Soccer Videos,Y,N,0,N
2011.01324,Medium,6,Valuing Player Actions in Counter-Strike: Global Offensive,Y,N,0,N
2006.14930,Medium,6,A metabolomic measure of energy metabolism moderates how an inflammatory miRNA relates to rs-fMRI network and motor cont,Y,N,0,N
1912.08394,Medium,6,Feature engineering workflow for activity recognition from synchronized inertial measurement units,Y,N,0,N
1909.07945,Medium,6,ProtoGAN: Towards Few Shot Learning for Action Recognition,Y,N,0,N
1908.00698,Medium,6,Soccer Team Vectors,Y,N,0,N
1812.08755,Medium,6,A Bayesian Additive Model for Understanding Public Transport Usage in Special Events,Y,N,0,N
1808.03027,Medium,6,Sentimental Content Analysis and Knowledge Extraction from News Articles,Y,N,0,N
1802.04687,Medium,6,Neural Relational Inference for Interacting Systems,Y,N,0,N
1708.09666,Medium,6,Generating Video Descriptions with Topic Guidance,Y,N,0,N
1703.02391,Medium,6,Learning from Noisy Labels with Distillation,Y,N,0,N
1612.00148,Medium,6,Domain Adaptation for Named Entity Recognition in Online Media with Word Embeddings,Y,N,0,N
1610.03121,Medium,6,Measuring and Modelling Crowd Flows - Fusing Stationary and Tracking Data,Y,N,0,N
1609.04106,Medium,6,The Inverse Gamma Distribution and Benford's Law,Y,N,0,N
1512.08773,Medium,6,"Hot Hands, Streaks and Coin-flips: Numerical Nonsense in the New York Times",Y,N,0,N
1511.08522,Medium,6,TennisVid2Text: Fine-grained Descriptions for Domain Specific Videos,Y,N,0,N
cond-mat/0409609,Medium,6,Complex network study of Brazilian soccer players,Y,N,0,N
2606.02482,Low,5,X-Stream: Exploring MLLMs as Multiplexers for Multi-Stream Understanding,Y,N,0,N
2510.03808,Low,5,Annotate Rhetorical Relations with INCEpTION: A Comparison with Automatic Approaches,Y,N,0,N
2311.06311,Low,5,Game Theory Solutions in Sensor-Based Human Activity Recognition: A Review,Y,N,0,N
2503.22363,Low,5,ForcePose: A Deep Learning Approach for Force Calculation Based on Action Recognition Using MediaPipe Pose Estimation Co,Y,N,0,N
2412.19215,Low,5,Optimizing Fantasy Sports Team Selection with Deep Reinforcement Learning,Y,N,0,N
2412.15673,Low,5,Learning Group Interactions and Semantic Intentions for Multi-Object Trajectory Prediction,Y,N,0,N
2412.10298,Low,5,Buzz to Broadcast: Predicting Sports Viewership Using Social Media Engagement,Y,N,0,N
2408.10231,Low,5,Achieving Faster and More Accurate Operation of Deep Predictive Learning,Y,N,0,N
2406.18116,Low,5,BADGE: BADminton report Generation and Evaluation with LLM,Y,N,0,N
2402.15862,Low,5,SportQA: A Benchmark for Sports Understanding in Large Language Models,Y,N,0,N
2402.04898,Low,5,The Strain of Success: A Predictive Model for Injury Risk Mitigation and Team Success in Soccer,Y,N,0,N
2401.13045,Low,5,Assessment of Sports Concussion in Female Athletes: A Role for Neuroinformatics?,Y,N,0,N
2401.06174,Low,5,Machine Learning Applications in Spine Biomechanics,Y,N,0,N
2401.02630,Low,5,Model-Agnostic Interpretation Framework in Machine Learning: A Comparative Study in NBA Sports,Y,N,0,N
2311.04726,Low,5,Social Motion Prediction with Cognitive Hierarchies,Y,N,0,N
2608.20087,Low,5,Towards Professional Tennis Styles for Humanoid Robots with Adaptive Motion Planning and Tracking,Y,N,0,N
2607.11548,Low,5,Training-Free Off-Screen Player Imputation for Broadcast-Based Spatial Football Analytics,Y,N,0,N
2607.07498,Low,5,Reward-Adaptive Iterative Discovery: A Case Study on Automated Game Testing for NHL26,Y,N,0,N
2606.09181,Low,5,Counterfactual Reasoning for Fine-Grained Evidence Disentanglement in VideoQA,Y,N,0,N
2605.15650,Low,5,MyoChallenge 2025: A New Benchmark for Human Athletic Intelligence,Y,N,0,N
2605.15252,Low,5,PDRNN: Modular Data-driven Pedestrian Dead Reckoning on Loosely Coupled Radio- and Inertial-Signalstreams,Y,N,0,N
2603.24023,Low,5,Schema on the Inside: A Two-Phase Fine-Tuning Method for High-Efficiency Text-to-SQL at Scale,Y,N,0,N
2607.14924,Low,5,Authoring Narrative Visualization in Motion: Visual Storytelling in Swimming Videos,Y,N,0,N
2606.08133,Low,5,Gravity-guided Contact Dynamics Estimation from 3D Human Motions,Y,N,0,N
2601.14037,Low,5,Human detectors are surprisingly powerful reward models,Y,N,0,N
2512.05103,Low,5,TV2TV: A Unified Framework for Interleaved Language and Video Generation,Y,N,0,N
2511.17535,Low,5,A Genetic Algorithm for Optimizing Fantasy Football Trades with Playoff Biasing,Y,N,0,N
2510.19671,Low,5,Explainable e-sports win prediction through Machine Learning classification in streaming,Y,N,0,N
2510.03921,Low,5,Talking Tennis: Language Feedback from 3D Biomechanical Action Recognition,Y,N,0,N
2509.21943,Low,5,Outlier Detection in Plantar Pressure: Human-Centered Comparison of Statistical Parametric Mapping and Explainable Machi,Y,N,0,N
2508.08242,Low,5,Bringing Everyone to the Table: An Experimental Study of LLM-Facilitated Group Decision Making,Y,N,0,N
2507.12504,Low,5,Transforming Football Data into Object-centric Event Logs with Spatial Context Information,Y,N,0,N
2506.09992,Low,5,Large Language Models for Toxic Language Detection in Low-Resource Balkan Languages,Y,N,0,N
2503.04470,Low,5,Gate-Shift-Pose: Enhancing Action Recognition in Sports with Skeleton Information,Y,N,0,N
2411.16805,Low,5,Human Motion Instruction Tuning,Y,N,0,N
2411.00862,Low,5,A Simple and Effective Temporal Grounding Pipeline for Basketball Broadcast Footage,Y,N,0,N
2410.17619,Low,5,From PDFs to Structured Data: Utilizing LLM Analysis in Sports Database Management,Y,N,0,N
2409.03462,Low,5,Automated Journalism,Y,N,0,N
2404.09629,Low,5,Quantifying fair income distribution in Thailand,Y,N,0,N
2403.04031,Low,5,Can Large Language Models do Analytical Reasoning?,Y,N,0,N
2402.15514,Low,5,Large Scale Generative AI Text Applied to Sports and Music,Y,N,0,N
2402.10979,Low,5,SportsMetrics: Blending Text and Numerical Data to Understand Information Fusion in LLMs,Y,N,0,N
2311.05424,Low,5,ESPORT: Electronic Sports Professionals Observations and Reflections on Training,Y,N,0,N
2310.03930,Low,5,GroundLink: A Dataset Unifying Human Body Movement and Ground Reaction Dynamics,Y,N,0,N
2310.03630,Low,5,Model-based Clustering for Network Data via a Latent Shrinkage Position Cluster Model,Y,N,0,N
2309.07141,Low,5,Design of Recognition and Evaluation System for Table Tennis Players' Motor Skills Based on Artificial Intelligence,Y,N,0,N
2307.12539,Low,5,VIRD: Immersive Match Video Analysis for High-Performance Badminton Coaching,Y,N,0,N
2306.13491,Low,5,Augmenting Sports Videos with VisCommentator,Y,N,0,N
2305.08420,Low,5,Exploring Few-Shot Adaptation for Activity Recognition on Diverse Domains,Y,N,0,N
2305.03851,Low,5,"Large Language Models in Sport Science & Medicine: Opportunities, Risks and Considerations",Y,N,0,N
2302.06569,Low,5,Inferring Player Location in Sports Matches: Multi-Agent Spatial Imputation from Limited Observations,Y,N,0,N
2302.03302,Low,5,Towards Meaningful Anomaly Detection: The Effect of Counterfactual Explanations on the Investigation of Anomalies in Mul,Y,N,0,N
2301.08190,Low,5,Building Concise Logical Patterns by Constraining Tsetlin Machine Clause Size,Y,N,0,N
2301.06993,Low,5,Your Day in Your Pocket: Complex Activity Recognition from Smartphone Accelerometers,Y,N,0,N
2210.12607,Low,5,Learning to Perform Complex Tasks through Compositional Fine-Tuning of Language Models,Y,N,0,N
2210.08737,Low,5,Temporal and Contextual Transformer for Multi-Camera Editing of TV Shows,Y,N,0,N
2210.04325,Low,5,ASDOT: Any-Shot Data-to-Text Generation with Pretrained Language Models,Y,N,0,N
2210.02163,Low,5,Hypergraph patterns and collaboration structure,Y,N,0,N
2209.03752,Low,5,A study on Urban Mobility in Northern Cities of Bangladesh,Y,N,0,N
2209.03434,Low,5,Sporthesia: Augmenting Sports Videos Using Natural Language,Y,N,0,N
2205.00694,Low,5,A Multi-stage deep architecture for summary generation of soccer videos,Y,N,0,N
2202.00211,Low,5,GNNRank: Learning Global Rankings from Pairwise Comparisons via Directed Graph Neural Networks,Y,N,0,N
2201.08688,Low,5,Physical Activity Recognition by Utilising Smartphone Sensor Signals,Y,N,0,N
2111.12535,Low,5,Knowledge Enhanced Sports Game Summarization,Y,N,0,N
2109.14306,Low,5,Three-Stream 3D/1D CNN for Fine-Grained Action Classification and Segmentation in Table Tennis,Y,N,0,N
2108.00821,Low,5,The reaction to news in live betting,Y,N,0,N
2105.12785,Low,5,"The Anatomy of Corner 3s in the NBA: What makes them efficient, how are they generated and how can defenses respond?",Y,N,0,N
2012.00253,Low,5,A New Action Recognition Framework for Video Highlights Summarization in Sporting Events,Y,N,0,N
2010.00526,Low,5,LiveQA: A Question Answering Dataset over Sports Live,Y,N,0,N
2009.09776,Low,5,Weight Training Analysis of Sportsmen with Kinect Bioinformatics for Form Improvement,Y,N,0,N
2008.07971,Low,5,Super-Human Performance in Gran Turismo Sport Using Deep Reinforcement Learning,Y,N,0,N
2004.08607,Low,5,Accumulator Bet Selection Through Stochastic Diffusion Search,Y,N,0,N
2001.07692,Low,5,Estimating locomotor demands during team play from broadcast-derived tracking data,Y,N,0,N
1908.03505,Low,5,A Benchmark of Visual Storytelling in Social Media,Y,N,0,N
1902.10067,Low,5,Does the winning team always cover the point spread? A study in professional basketball since 1990,Y,N,0,N
1809.07659,Low,5,Very Highly Skilled Individuals Do Not Choke Under Pressure: Evidence from Professional Darts,Y,N,0,N
1807.03152,Low,5,Discovery of causal paths in cardiorespiratory parameters in elite athletes,Y,N,0,N
1712.02007,Low,5,Coupling Story to Visualization: Textual Analysis as a Bridge Between Data and Interpretation,Y,N,0,N
1711.10002,Low,5,TweetIT: Analyzing Topics for Twitter Users to Garner Maximum Attention,Y,N,0,N
1707.07075,Low,5,Automatic Curation of Golf Highlights using Multimodal Excitement Features,Y,N,0,N
1606.08955,Low,5,Leveraging Contextual Cues for Generating Basketball Highlights,Y,N,0,N
